src,dst,relationship
220,1589,friend
1092,1518,follow
1071,641,follow
1410,107,follow
1871,1256,friend
1912,1257,friend
498,779,follow
1506,569,follow
1066,297,friend
842,589,friend
594,1241,follow
102,779,friend
480,173,friend
1034,1513,follow
1316,445,friend
1247,1806,friend
1286,1734,follow
226,1754,follow
252,723,follow
1214,168,follow
1656,513,follow
656,1338,follow
1148,1800,friend
1523,923,friend
1903,390,follow
1958,851,follow
1046,1523,follow
1765,456,friend
1801,113,friend
1775,1144,friend
1426,990,follow
1,323,friend
933,1057,friend
1425,1519,friend
1764,985,follow
1707,451,friend
1774,1673,follow
360,1195,friend
141,1831,friend
761,1539,friend
774,246,friend
1631,1395,follow
1980,1549,follow
175,1415,friend
206,728,follow
1580,1807,follow
1518,929,follow
11,260,follow
1862,739,follow
396,71,friend
487,189,follow
1421,996,follow
700,482,follow
161,204,friend
658,1010,friend
262,1010,follow
1191,1473,friend
1468,61,follow
79,1303,friend
1478,749,friend
1631,1745,friend
408,81,friend
623,1955,follow
1787,1504,follow
1837,1621,friend
1868,934,friend
1690,1571,friend
188,1246,friend
909,1760,friend
1925,687,follow
1961,344,follow
961,1169,friend
1737,636,friend
1546,1822,friend
1499,1976,friend
439,1996,follow
1869,755,friend
465,965,friend
1640,703,friend
1239,359,friend
468,1236,follow
843,359,follow
1645,1047,friend
1679,631,follow
1173,1991,follow
772,1647,friend
402,616,friend
1577,354,follow
178,908,follow
173,564,friend
183,1252,friend
1181,354,follow
608,492,friend
1389,303,friend
1045,493,follow
1110,1642,follow
613,836,friend
24,441,follow
1638,1761,follow
172,1093,follow
1352,1175,friend
323,508,friend
987,488,friend
481,1848,friend
424,1314,follow
706,246,friend
1828,1104,follow
1692,1243,follow
1164,1124,follow
169,41,friend
286,1380,friend
234,1190,follow
1067,1191,follow
676,1535,friend
1502,1119,follow
762,1309,follow
265,503,follow
1999,1925,follow
1096,431,follow
1875,169,follow
1973,704,friend
1634,1238,friend
1137,1359,friend
973,1529,friend
1780,309,friend
608,842,follow
947,308,follow
1876,771,follow
1008,1715,follow
282,857,friend
1686,647,follow
297,1889,follow
1555,1130,friend
1128,1817,follow
435,1853,follow
1990,1058,follow
1584,370,friend
1214,1591,follow
1589,714,follow
1537,524,follow
1117,1658,follow
437,1145,follow
466,385,follow
476,1073,friend
1364,1535,follow
999,848,friend
911,1001,follow
1682,124,follow
1687,468,follow
1778,586,follow
780,1484,friend
1272,1946,friend
1205,724,follow
1170,1669,friend
1082,1822,friend
58,1499,friend
712,791,friend
1452,601,friend
550,1961,friend
87,739,friend
1350,324,friend
1735,135,follow
1795,940,follow
924,1613,follow
769,544,follow
1688,319,follow
638,1027,friend
698,1832,friend
734,1489,follow
1570,1761,friend
1508,883,friend
145,1094,friend
919,488,friend
1077,1828,follow
413,1848,friend
48,1161,friend
545,1967,friend
1376,1895,follow
1761,1706,friend
254,1037,friend
1694,484,friend
233,160,follow
730,966,follow
386,1156,follow
1103,16,friend
998,1720,follow
1024,689,friend
1803,427,friend
1459,617,follow
1500,618,friend
39,294,follow
161,1977,friend
443,909,friend
495,1099,friend
1033,1906,follow
804,1854,friend
747,1320,friend
1177,904,friend
1557,371,follow
1710,1367,friend
1705,1023,follow
239,355,follow
707,1921,follow
213,1386,follow
1517,972,follow
1424,781,friend
622,93,follow
684,971,follow
1993,901,follow
1551,556,friend
1458,365,friend
95,576,friend
556,1725,friend
931,848,friend
926,504,friend
835,386,friend
1084,1844,follow
337,109,follow
1956,1773,friend
89,761,follow
1383,1911,follow
1326,1377,friend
1766,1649,friend
742,1326,follow
1511,376,friend
1516,720,follow
143,243,friend
927,325,friend
1758,253,friend
54,925,friend
825,48,friend
947,1731,follow
1312,166,follow
1762,1126,friend
255,457,follow
798,1608,friend
886,1455,friend
1127,386,follow
1163,43,follow
1999,315,friend
194,181,friend
352,1521,friend
1902,382,friend
164,1470,follow
441,58,friend
1907,726,friend
933,520,friend
1430,1326,follow
1404,105,friend
1180,397,friend
1682,1547,friend
273,1413,follow
1052,1151,friend
754,1686,friend
687,464,follow
88,1633,follow
463,756,follow
996,1219,follow
1421,459,friend
1923,1609,follow
123,1819,follow
832,64,follow
1298,1557,friend
1277,680,friend
264,546,follow
212,356,follow
272,1161,friend
1048,628,friend
709,1162,friend
1196,1280,friend
550,351,follow
1453,1845,friend
1391,967,friend
1422,280,friend
1479,814,friend
708,1691,follow
646,813,friend
1940,1963,friend
16,417,follow
518,1567,friend
1289,690,friend
1328,618,follow
1694,1907,friend
238,1927,friend
264,896,friend
202,18,friend
1069,1855,follow
761,1702,follow
606,633,follow
293,136,follow
1931,1096,follow
100,1993,friend
324,1701,friend
38,1115,follow
623,1768,friend
1337,357,friend
499,12,follow
347,1870,follow
1037,819,follow
89,1834,follow
355,233,friend
1628,506,follow
1623,162,follow
711,834,friend
1719,624,follow
1896,1260,follow
776,1983,follow
750,762,friend
1151,1106,friend
182,1244,friend
552,23,follow
906,521,follow
1622,691,friend
1049,829,follow
1437,911,follow
90,1655,friend
429,1121,friend
468,1049,friend
1249,860,follow
1361,1855,follow
1397,1512,follow
1266,1995,friend
767,1116,friend
1420,1681,follow
1014,993,friend
1881,578,follow
1449,921,follow
86,1132,friend
1146,1112,follow
542,1937,follow
979,1938,follow
177,1250,friend
459,182,follow
485,1403,follow
1851,1867,follow
1828,917,friend
419,783,follow
388,1470,follow
1107,403,follow
1752,1861,follow
1793,1862,follow
286,1193,friend
1163,1466,follow
1111,1276,friend
103,1486,follow
1168,1810,follow
1999,1738,follow
543,1758,friend
142,1414,follow
75,192,follow
1968,173,follow
1415,1687,follow
420,604,follow
532,1599,follow
907,722,follow
537,1943,follow
1409,1872,follow
292,1358,friend
626,480,friend
779,1476,follow
712,254,follow
2000,1559,friend
1995,1215,friend
568,475,friend
908,543,friend
1247,9,friend
1734,127,follow
247,834,friend
242,490,friend
963,1004,follow
1840,1277,follow
1176,1297,follow
333,608,friend
1830,589,friend
431,1143,follow
1590,348,follow
150,901,follow
740,1898,follow
1017,486,friend
184,485,follow
1550,949,follow
1051,70,friend
48,624,friend
1493,415,follow
545,1430,follow
954,137,friend
1862,1975,friend
57,1841,friend
386,619,friend
888,1769,friend
1662,1163,friend
669,153,follow
791,1836,friend
1510,769,friend
667,80,follow
1226,1764,follow
1955,1385,follow
1935,9,friend
694,1903,friend
1033,1369,friend
1905,1298,follow
1908,1569,follow
1944,1226,friend
108,1779,follow
545,1780,friend
1350,487,follow
918,830,follow
1847,1293,friend
1222,1241,friend
1993,364,follow
1592,20,follow
162,1261,friend
1155,19,follow
936,655,friend
535,311,friend
1212,553,friend
217,1722,follow
1474,1462,follow
1032,1117,follow
1459,430,friend
1966,1924,friend
495,912,follow
1336,1528,friend
64,1857,follow
1239,1595,follow
1710,1180,follow
208,855,friend
311,1734,friend
736,974,friend
1023,250,friend
715,97,friend
1116,441,follow
1895,179,friend
1551,369,friend
548,923,follow
1991,641,friend
1865,1468,follow
459,1605,friend
886,918,follow
777,194,friend
449,917,friend
1331,1534,friend
271,1554,follow
352,984,friend
1420,71,follow
1133,795,follow
1948,190,follow
614,1893,friend
984,672,friend
1877,1478,friend
1825,1288,follow
1075,790,friend
1424,944,friend
1968,1596,follow
1567,1252,follow
851,1082,follow
393,204,follow
1783,1816,follow
358,1149,friend
14,1339,follow
1292,1956,friend
845,1267,follow
824,390,friend
1964,1073,follow
1902,195,friend
1630,1951,friend
503,749,follow
128,1626,friend
537,333,friend
1471,1140,follow
406,816,friend
31,1693,follow
805,1087,friend
1524,20,friend
784,210,follow
440,400,follow
435,56,follow
283,1914,follow
1713,673,follow
1809,1135,follow
317,1498,friend
651,620,follow
1150,1499,friend
1590,1771,follow
1580,1083,follow
119,759,friend
1903,16,follow
564,1375,follow
898,497,follow
1051,1493,follow
1421,272,follow
1822,616,follow
1328,81,follow
1918,1078,friend
1202,908,follow
457,754,friend
1025,272,friend
1699,1714,friend
1730,1027,friend
1673,493,follow
1272,149,follow
1334,1027,friend
264,359,friend
1425,1145,friend
1707,77,follow
1678,837,follow
1668,149,friend
669,1576,follow
273,1576,follow
667,1503,friend
1109,1848,follow
1914,555,follow
1447,1843,follow
1323,87,follow
791,226,follow
264,709,friend
694,293,follow
17,51,friend
561,703,follow
227,1581,follow
1099,1510,friend
3,1873,follow
433,1457,friend
412,580,follow
1346,1387,friend
847,508,friend
716,991,follow
1490,385,friend
755,919,follow
693,41,friend
1648,1725,friend
588,1745,friend
658,986,friend
1458,1601,friend
1926,915,friend
54,1811,follow
835,1622,friend
64,247,friend
1358,1397,follow
1311,1551,friend
869,1206,friend
520,1052,follow
23,246,follow
408,57,friend
1207,1201,friend
1233,170,friend
665,652,friend
274,996,friend
1896,1423,follow
1480,47,follow
86,945,friend
24,67,follow
1485,391,friend
1261,683,friend
860,339,follow
578,1407,friend
1388,458,follow
1885,1264,follow
44,1473,friend
768,750,friend
861,941,follow
1224,1555,friend
1164,750,follow
635,1160,follow
783,1812,follow
1168,1623,friend
731,1622,follow
1538,402,follow
1137,58,follow
98,955,follow
533,883,follow
579,1228,friend
189,1073,follow
1598,1207,follow
1446,813,friend
1907,1962,friend
1470,1961,follow
1439,396,follow
446,1638,follow
477,951,follow
1850,1428,friend
35,606,follow
1595,155,friend
1946,1890,follow
1758,1839,follow
1784,808,follow
349,1705,friend
1118,755,friend
591,1238,follow
529,360,friend
1031,1510,follow
1370,976,friend
1564,1973,friend
1399,216,follow
31,83,follow
36,427,follow
127,545,friend
1369,1505,friend
1364,1161,friend
1302,283,friend
242,303,follow
1799,1089,friend
1359,817,follow
431,956,friend
780,1110,friend
809,350,friend
145,370,friend
673,489,follow
1915,1449,follow
1118,1105,friend
1605,1223,friend
1985,690,friend
493,1053,follow
82,21,friend
1417,1172,follow
584,1171,friend
1821,1787,friend
1857,1444,follow
391,776,follow
1659,705,follow
544,1772,follow
826,704,friend
1760,1511,follow
201,652,friend
1231,1921,follow
1950,854,friend
1913,1726,friend
941,1593,follow
1223,525,friend
1314,643,follow
350,1125,friend
167,1418,friend
1160,176,follow
217,1535,follow
936,468,follow
1984,331,friend
1032,930,friend
1560,1049,follow
94,381,friend
477,799,friend
1869,1804,friend
346,602,follow
1583,1218,follow
663,983,follow
1710,993,follow
20,617,friend
1233,1593,follow
173,1613,follow
978,320,friend
890,473,follow
1475,1126,friend
1824,1280,friend
1387,1279,friend
516,1952,friend
901,1763,follow
829,197,follow
793,540,follow
1763,1004,follow
1670,813,follow
987,1537,friend
758,1485,follow
804,1830,friend
1859,1466,friend
799,1486,follow
742,952,follow
357,1141,follow
169,1090,follow
1177,880,follow
1875,1218,friend
1921,1563,follow
455,895,follow
393,17,friend
999,1547,friend
952,1701,friend
603,1547,follow
1819,1286,friend
415,1496,friend
296,84,friend
1590,1234,friend
1569,357,friend
1342,1886,friend
1722,1353,follow
662,1373,friend
1431,423,follow
691,613,friend
634,79,follow
1188,1419,follow
1964,886,friend
1378,762,friend
1815,763,friend
1805,75,friend
999,1897,follow
221,849,follow
374,1845,friend
749,968,follow
1934,1394,follow
554,500,follow
996,845,follow
1887,1578,follow
1856,13,follow
1795,1989,follow
1831,1646,follow
1733,1111,follow
272,787,friend
652,254,follow
1790,1645,follow
1769,768,follow
1636,1178,follow
669,1389,friend
765,1851,friend
1453,1471,follow
990,249,friend
1596,1779,friend
1534,901,friend
1477,367,friend
484,1609,follow
849,44,follow
1351,1194,follow
919,1537,friend
1843,1656,friend
1796,1810,follow
1202,1071,follow
1684,845,friend
238,1553,follow
1575,121,friend
1785,1651,friend
126,588,follow
69,54,friend
1970,650,friend
160,172,follow
946,327,follow
1058,1322,friend
3,1686,follow
1340,254,friend
1808,1820,follow
1935,1595,follow
1837,1060,friend
474,1271,follow
1816,183,follow
376,736,friend
1654,1353,follow
68,583,friend
1146,388,follow
1531,199,follow
1992,1348,follow
239,1404,friend
1515,1948,friend
1993,1950,follow
1458,1414,friend
372,213,friend
23,59,follow
926,1553,follow
1793,1138,follow
1772,261,follow
275,280,follow
671,280,follow
433,1620,follow
1988,825,follow
1541,136,follow
245,1569,follow
1076,1497,follow
1019,963,friend
336,1687,follow
112,1979,friend
1891,892,follow
198,1753,friend
146,1563,friend
1925,476,follow
516,342,friend
1691,80,friend
1295,80,follow
1784,271,follow
1455,1493,follow
577,1749,follow
854,337,friend
231,358,follow
291,1163,friend
41,234,follow
1994,1020,friend
189,886,follow
137,696,friend
634,1502,friend
6,1179,friend
1420,1657,friend
441,1107,friend
35,419,friend
1998,1893,friend
1282,1723,friend
532,1225,follow
1256,502,follow
912,692,follow
1650,429,friend
349,1518,follow
292,984,follow
1589,153,follow
92,172,follow
154,1050,friend
93,774,friend
991,1924,follow
153,1579,friend
590,1580,friend
898,1733,follow
989,1851,follow
1426,1852,friend
492,1045,follow
283,117,follow
457,1990,follow
1277,1729,follow
1174,850,follow
155,871,friend
1707,1313,friend
745,1868,follow
1082,1261,friend
712,230,follow
545,1056,follow
1417,985,follow
1761,795,friend
47,779,follow
1289,1739,follow
356,1534,friend
643,810,follow
263,1343,friend
196,121,friend
1130,928,follow
734,928,friend
1505,51,follow
729,584,friend
223,1944,follow
1231,1734,follow
1596,169,friend
1601,513,friend
606,1682,friend
1072,923,friend
351,409,friend
1939,508,friend
1223,338,follow
478,184,friend
944,1677,friend
1715,800,friend
1376,1334,friend
980,1334,friend
1037,1868,friend
751,1282,follow
350,938,follow
386,595,follow
1243,1744,friend
1633,1899,follow
219,1421,friend
1181,866,friend
592,471,friend
936,281,follow
1094,1621,follow
1068,400,friend
1500,57,friend
13,764,follow
464,1225,friend
932,539,follow
906,1570,follow
1529,1549,friend
1437,1960,friend
372,1636,friend
1337,1756,follow
655,1170,follow
249,482,follow
1111,1975,friend
553,893,friend
111,548,friend
613,1698,follow
1762,215,follow
399,426,follow
860,1575,follow
459,1231,friend
1240,1042,friend
987,1350,friend
1599,1914,follow
1640,1915,friend
1568,349,friend
1136,692,follow
1005,1175,friend
270,1709,follow
547,297,friend
1502,1981,friend
1015,1863,follow
10,92,follow
1906,344,follow
937,482,friend
1840,1976,follow
1778,1098,follow
723,1462,follow
819,1924,follow
511,1771,friend
783,15,friend
1132,169,follow
163,307,friend
758,1648,follow
352,960,follow
529,1596,friend
1974,1387,follow
498,31,follow
164,909,friend
1401,1525,follow
1497,1987,friend
26,975,follow
318,595,follow
430,1590,friend
872,1935,follow
471,1591,follow
440,26,follow
1338,1176,follow
335,1730,friend
937,832,follow
1052,590,friend
312,780,follow
1143,708,friend
1924,519,friend
814,1930,follow
119,385,friend
1017,1535,follow
955,657,friend
1958,103,follow
236,1724,friend
559,657,follow
1493,1464,follow
1046,775,friend
1548,1925,follow
858,724,friend
82,1257,friend
61,380,friend
426,1067,follow
949,842,follow
1451,1992,friend
1826,1115,friend
1769,581,follow
26,1325,follow
771,1479,friend
1602,1407,follow
1258,1597,follow
805,1063,follow
1631,647,follow
1099,786,friend
667,1129,friend
677,1817,friend
140,1612,friend
422,544,friend
976,1884,follow
580,1884,follow
611,1197,follow
1406,1468,follow
392,1833,friend
874,1607,friend
1192,196,friend
381,1674,friend
699,263,follow
418,21,friend
1693,1875,follow
1688,1531,follow
910,483,friend
633,1895,friend
1834,602,friend
1001,601,follow
1746,755,follow
1340,67,friend
99,1961,follow
474,1084,friend
1873,530,follow
1367,1890,friend
1654,1166,friend
1310,1356,follow
813,550,follow
245,1032,follow
874,1957,friend
1156,889,follow
1562,1577,friend
750,201,follow
588,1371,follow
239,1217,friend
622,955,friend
1885,540,friend
491,1438,follow
1525,197,friend
1458,1227,follow
1265,832,follow
1392,607,friend
1300,1018,follow
245,1382,follow
1644,828,follow
1133,1844,friend
269,278,follow
1511,1238,friend
1977,479,friend
982,1648,follow
1851,1306,follow
51,1516,follow
10,1515,friend
1792,699,follow
727,375,friend
419,222,follow
486,1444,follow
978,1906,follow
353,1854,friend
1163,905,friend
1655,1367,friend
163,1730,friend
600,1731,follow
142,853,friend
691,1849,friend
1030,1315,follow
1806,782,friend
9,1263,friend
1313,849,friend
1652,315,friend
537,1382,follow
282,109,follow
1185,1603,friend
1123,725,friend
435,1105,friend
560,1551,friend
154,863,follow
195,864,friend
1800,186,friend
929,859,friend
872,325,follow
153,1392,friend
968,787,follow
963,443,friend
1856,1249,friend
395,925,follow
1119,202,friend
775,392,follow
405,1613,follow
176,1561,follow
871,854,friend
212,1218,follow
150,340,friend
202,530,follow
303,1336,follow
241,458,follow
1139,1608,friend
1574,1536,friend
1386,1485,friend
641,1331,follow
1021,798,follow
1919,1948,follow
1482,1947,follow
1800,536,friend
401,1090,friend
167,694,follow
1755,793,friend
1354,449,follow
294,469,friend
693,740,follow
724,53,follow
765,54,friend
734,741,follow
166,1223,follow
109,689,follow
197,536,follow
1759,1666,friend
1033,808,follow
1915,1425,follow
1473,1080,friend
1908,1008,follow
514,1906,friend
946,1563,follow
373,1701,follow
1319,613,friend
1371,803,follow
1659,681,follow
501,166,follow
193,13,follow
157,356,follow
998,972,follow
1151,1968,follow
693,1090,friend
1971,1707,follow
218,1763,friend
151,541,follow
932,352,follow
500,695,follow
1240,505,follow
1484,1619,friend
1833,1773,friend
470,1984,friend
403,762,friend
1301,1912,friend
